id,title,location,description,requirements,payment,url,tag_ids
4557807005,Bring Your Voice to AI Training - Russian,"Remote - United States, Canada, United Kingdom","Help Train the Next Generation of Audio AI Outlier helps the world’s most innovative companies improve their AI models by collecting high-quality human feedback. We’re currently recruiting people who can bring energy, emotion, and clarity to their voice, whether you’re a professional voice actor or someone with a naturally expressive personality. This is part of a research initiative aimed at helping AI better understand real human speech—tone, intent, and emotion.  ﻿ What to Expect You'll contribute to a variety of audio-based tasks, including both solo and interactive recordings. Some projects involve reading short scripts in different tones or emotional styles. Others may pair you with fellow contributors to record natural, unscripted conversations on everyday topics like your favorite movies, personal experiences, or cultural perspectives.  Who Should Apply? We are not just looking for professional voice actors. This opportunity is also a great fit if you have a background in: Call centers or customer support Improv or theater Podcasting Vocal performance or singing Or if you're just naturally outgoing, expressive, and speak with clarity  Requirements: Native fluency in Russian Strong vocal expression and emotional range Quiet, distraction-free recording environment Any prior voice-related experience or comfort speaking on mic  Nice to Haves: Theater, improv, or acting background Classical vocal training or public speaking experience Audio interface or professional-grade mic setup  What You'll Do: Record short voice clips with different tones, emotions, and styles Give feedback on recordings from other contributors Edit and review scripts for flow and clarity Maintain clean, high-quality audio recordings using tools like Audacity You can view responses to frequently asked questions here - FAQ Document  Currently, pay rates for core project work for voice recording are up to $40 USD per hour.  PLEASE NOTE: We collect, retain and use personal data for our professional business purposes, including notifying you of opportunities that may be of interest and sharing with our affiliates. We limit the personal data we collect to that which we believe is appropriate and necessary to manage applicants’ needs, provide our services, and comply with applicable laws. Any information we collect in connection with your application will be treated in accordance with the Outlier Privacy Policy and our internal policies and programs designed to protect personal data.  This is a 1099 contract opportunity on the Outlier.ai platform. Because this is a freelance opportunity, we do not offer internships, sponsorship, or employment. You must be authorized to work in your country of residence. If you are an international student, you may be able to sign up for Outlier if you are on a visa. You should contact your tax and/or immigration advisor with specific questions regarding your circumstances.",,,https://app.outlier.ai/en/expert/opportunities/4557807005,25
4423297005,Catalan (Spain) Freelance Writer,Remote - Spain,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Catalan writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Catalan to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Catalan text in order to rank a series of responses that were produced by an AI model Writing a short story in Catalan about a given topic Assessing whether a piece of Catalan text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Catalan writing experts average USD $22.5 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project. ",,,https://app.outlier.ai/en/expert/opportunities/4423297005,25
4549070005,Coding Expert - LATAM,"Remote - Puerto Rico, Argentina, Peru, Colombia, Dominica, Brazil, Chile, Guatemala, Honduras, Mexico","Outlier helps the most innovative companies in the world improve their AI models by providing human feedback. Are you an experienced software engineer who would like to lend your programming expertise to train AI models? Join our team to train AI models to excel in code generation! We partner with organizations to train large AI language models, helping cutting-edge AI generative models write better code. Projects typically involve discrete and highly variable problems that require interacting with these models while they learn to program. No prior AI experience is required.  About the Opportunity: Outlier is looking for talented programmers to help train generative AI models. This freelance opportunity is remote, and the hours are flexible, so you can work whenever it suits you. The general expectation is a commitment of 40 hours per week. You can contribute your expertise by... Developing and answering computer science questions to help train AI models Evaluating and classifying code generated by AI models  Examples of Experience: Currently pursuing or have completed a Bachelor's degree or higher in Computer Science from a selective institution. Proficiency in working with one or more of the following programming languages: Python, Java, JavaScript, or C++. Ability to articulate complex concepts fluently in written and spoken English. Excellent attention to detail, including grammar, punctuation, and style guidelines.  Compensation: Currently, pay rates for main projects in LATAM average from USD $15 per hour to USD $32 per hour. Rates vary based on experience, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during the initial onboarding phase or overtime project phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.  If you already have an Outlier account, please apply here: https://forms.gle/qKmRXRGcLFz9KEMr8  Questions? Contact us at: acquisition-latam@outlier.ai  PLEASE NOTE: We collect, store, and use personal data for our business purposes, including notifying you about opportunities that may be of interest and sharing with our affiliates. We limit the personal data we collect to what we deem appropriate and necessary to manage applicant needs, provide our services, and comply with applicable laws. Any information we collect in connection with your application will be handled according to Outlier’s Privacy Policy and our internal policies and programs designed to protect personal data. This is a 1099 contract opportunity on the Outlier.ai platform. Since this is a freelance opportunity, we do not offer internships, sponsorship, or employment. You must be authorized to work in your country of residence. If you are an international student, you may be able to register with Outlier if you have a visa. You should contact your tax and/or immigration advisor for specific questions about your circumstances.",,,https://app.outlier.ai/en/expert/opportunities/4549070005,7
4246879005,Czech Freelance Writer,Remote - Czech Republic,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Czech writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Czech to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Czech text in order to rank a series of responses that were produced by an AI model Writing a short story in Czech about a given topic Assessing whether a piece of Czech text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Czech writing experts average USD $15 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,$15 per hour,https://app.outlier.ai/en/expert/opportunities/4246879005,25
4545180005,Front-End Developer Expertise for AI Training,"Remote - United States, Canada, United Kingdom","Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you a world-class front-end developer or web designer who wants to help shape the future of AI? We collaborate with leading AI organizations to train large language models—teaching them how to design and code like the best front-end engineers and designers in the world. Our projects focus on helping generative AI improve its understanding of front-end technologies, UI/UX principles, and modern web standards. This is a rare opportunity to put your coding and design skills to work in training cutting-edge AI systems—no prior experience with AI is required.  About the opportunity: Outlier is looking for exceptional front-end developers and designers to help train generative AI models. This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.  You may contribute your expertise by… Creating and answering questions about front-end development and web design to help train AI models Reviewing and evaluating code generated by AI in JavaScript, React, and other modern front-end frameworks Assessing UI/UX quality, accessibility, and design choices made by AI-generated code Offering expert-level feedback on what makes a user interface intuitive, functional, and beautiful  We’re looking for people with… Strong technical skills in HTML, CSS, JavaScript, and frameworks like React, Next.js, Vue, or similar An eye for world-class design—deep understanding of UI/UX principles, responsive design, and interaction patterns Experience building polished, accessible, and production-ready web interfaces A background in computer science, web development, or digital design (degree not required if experience is exceptional) Outstanding attention to detail and ability to communicate clearly about visual and code quality  Currently, pay rates for core project work range from USD $25 to $50 per hour. Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,$50 per hour,https://app.outlier.ai/en/expert/opportunities/4545180005,"7,19"
4545181005,Front-End Developer Expertise for AI Training,Remote - India,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you a world-class front-end developer or web designer who wants to help shape the future of AI? We collaborate with leading AI organizations to train large language models—teaching them how to design and code like the best front-end engineers and designers in the world. Our projects focus on helping generative AI improve its understanding of front-end technologies, UI/UX principles, and modern web standards. This is a rare opportunity to put your coding and design skills to work in training cutting-edge AI systems—no prior experience with AI is required.  About the opportunity: Outlier is looking for exceptional front-end developers and designers to help train generative AI models. This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.  You may contribute your expertise by… Creating and answering questions about front-end development and web design to help train AI models Reviewing and evaluating code generated by AI in JavaScript, React, and other modern front-end frameworks Assessing UI/UX quality, accessibility, and design choices made by AI-generated code Offering expert-level feedback on what makes a user interface intuitive, functional, and beautiful  We’re looking for people with… Strong technical skills in HTML, CSS, JavaScript, and frameworks like React, Next.js, Vue, or similar An eye for world-class design—deep understanding of UI/UX principles, responsive design, and interaction patterns Experience building polished, accessible, and production-ready web interfaces A background in computer science, web development, or digital design (degree not required if experience is exceptional) Outstanding attention to detail and ability to communicate clearly about visual and code quality  Currently, pay rates for core project work range from USD $13.50 to $27.50 per hour. Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4545181005,"7,19"
4547205005,Front-End Developer Expertise for AI Training - EU,"Remote - France, Netherlands, Spain, Germany, Italy, Portugal","Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you a world-class front-end developer or web designer who wants to help shape the future of AI? We collaborate with leading AI organizations to train large language models—teaching them how to design and code like the best front-end engineers and designers in the world. Our projects focus on helping generative AI improve its understanding of front-end technologies, UI/UX principles, and modern web standards. This is a rare opportunity to put your coding and design skills to work in training cutting-edge AI systems—no prior experience with AI is required.  About the opportunity: Outlier is looking for exceptional front-end developers and designers to help train generative AI models. This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.  You may contribute your expertise by… Creating and answering questions about front-end development and web design to help train AI models Reviewing and evaluating code generated by AI in JavaScript, React, and other modern front-end frameworks Assessing UI/UX quality, accessibility, and design choices made by AI-generated code Offering expert-level feedback on what makes a user interface intuitive, functional, and beautiful  We’re looking for people with… Strong technical skills in HTML, CSS, JavaScript, and frameworks like React, Next.js, Vue, or similar An eye for world-class design—deep understanding of UI/UX principles, responsive design, and interaction patterns Experience building polished, accessible, and production-ready web interfaces A background in computer science, web development, or digital design (degree not required if experience is exceptional) Outstanding attention to detail and ability to communicate clearly about visual and code quality  Currently, pay rates for core project work range from USD $25 to $50 per hour. Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,$50 per hour,https://app.outlier.ai/en/expert/opportunities/4547205005,"7,19"
4547203005,Front-End Developer Expertise for AI Training - LATAM,"Remote - Mexico, Argentina, Chile, Ecuador, Colombia, Brazil, Peru","Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you a world-class front-end developer or web designer who wants to help shape the future of AI? We collaborate with leading AI organizations to train large language models—teaching them how to design and code like the best front-end engineers and designers in the world. Our projects focus on helping generative AI improve its understanding of front-end technologies, UI/UX principles, and modern web standards. This is a rare opportunity to put your coding and design skills to work in training cutting-edge AI systems—no prior experience with AI is required.  About the opportunity: Outlier is looking for exceptional front-end developers and designers to help train generative AI models. This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.  You may contribute your expertise by… Creating and answering questions about front-end development and web design to help train AI models Reviewing and evaluating code generated by AI in JavaScript, React, and other modern front-end frameworks Assessing UI/UX quality, accessibility, and design choices made by AI-generated code Offering expert-level feedback on what makes a user interface intuitive, functional, and beautiful  We’re looking for people with… Strong technical skills in HTML, CSS, JavaScript, and frameworks like React, Next.js, Vue, or similar An eye for world-class design—deep understanding of UI/UX principles, responsive design, and interaction patterns Experience building polished, accessible, and production-ready web interfaces A background in computer science, web development, or digital design (degree not required if experience is exceptional) Outstanding attention to detail and ability to communicate clearly about visual and code quality  Currently, pay rates for core project work range from USD $12 to $32.50 per hour. Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4547203005,"7,19"
4251763005,Gujarati  Freelance Writer,Remote - India,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Gujarati writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Gujarati to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you Important: All resumes must be submitted in English. Resumes in other languages will be automatically rejected. You may contribute your expertise by… Reading Gujarati text in order to rank a series of responses that were produced by an AI model Writing a short story in Gujarati about a given topic Assessing whether a piece of Gujarati text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Gujarati writing experts average USD $7.5 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4251763005,25
4573023005,Gulf Arabic Freelance Writer,Remote - Saudi Arabia,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Golf Arabic writer who would like to lend your expertise to train AI models?  Note: this job is for Gulf Arabic native speakers. If your native language is Hijazi Arabic or Najdi Arabic, please refer to the below job posts instead: Hijazi Arabic Najdi Arabic  About the opportunity: Outlier is looking for talented writers with fluency in Gulf Arabic to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you  You may contribute your expertise by… Read Gulf Arabic text in order to rank a series of responses that were produced by an AI model Writing a short story in Gulf Arabic about a given topic Assessing whether a piece of Gulf Arabic text produced by an AI model is factually accurate  Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing  Currently, pay rates for core project work by Gulf Arabic writing experts average USD $12.5 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project. ",,,https://app.outlier.ai/en/expert/opportunities/4573023005,25
4573025005,Hijazi Arabic Freelance Writer,Remote - Saudi Arabia,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Hijazi Arabic writer who would like to lend your expertise to train AI models?  Note: this job is for Hijazi Arabic native speakers. If your native language is Gulf Arabic or Najdi Arabic, please refer to the below job posts instead: Gulf Arabic Najdi Arabic  About the opportunity: Outlier is looking for talented writers with fluency in Hijazi Arabic to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you  You may contribute your expertise by… Read Hijazi Arabic text in order to rank a series of responses that were produced by an AI model Writing a short story in Hijazi Arabic about a given topic Assessing whether a piece of Hijazi Arabic text produced by an AI model is factually accurate  Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing  Currently, pay rates for core project work by Hijazi Arabic writing experts average USD $12.5 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project. ",,,https://app.outlier.ai/en/expert/opportunities/4573025005,25
4423301005,Kannada Freelance Writer,Remote - India,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Kannada writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Kannada to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Kannada text in order to rank a series of responses that were produced by an AI model Writing a short story in Kannada about a given topic Assessing whether a piece of Kannada text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Kannada writing experts average USD $7.5 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4423301005,25
4573027005,Levantine  Arabic Freelance Writer,Remote - Jordan,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Levantine Arabic writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Levantine Arabic to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Read Levantine Arabic text in order to rank a series of responses that were produced by an AI model Writing a short story in Levantine Arabic about a given topic Assessing whether a piece of Levantine Arabic text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Levantine Arabic writing experts average USD $12.5 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project. ",,,https://app.outlier.ai/en/expert/opportunities/4573027005,25
4423485005,Malayalam (India) Freelance Writer,Remote - India,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Malayalam writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Malayalam to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Malayalam (India) text in order to rank a series of responses that were produced by an AI model Writing a short story in Malayalam (India) about a given topic Assessing whether a piece of Malayalam (India) text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Malayalam (India) writing experts average USD $7.50 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4423485005,25
4423486005,Marathi (India) Freelance Writer,Remote - India,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Marathi writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Marathi to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Marathi (India) text in order to rank a series of responses that were produced by an AI model Writing a short story in Marathi (India) about a given topic Assessing whether a piece of Marathi (India) text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Marathi (India) writing experts average USD $7.50 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4423486005,25
4573030005,Najdi  Arabic Freelance Writer,Remote - Saudi Arabia,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Najdi Arabic writer who would like to lend your expertise to train AI models?  Note: this job is for Najdi Arabic native speakers. If your native language is Gulf Arabic or Hijazi Arabic, please refer to the below job posts instead: Gulf Arabic Hijazi Arabic  About the opportunity: Outlier is looking for talented writers with fluency in Najdi Arabic to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you  You may contribute your expertise by… Read Najdi Arabic text in order to rank a series of responses that were produced by an AI model Writing a short story in Najdi Arabic about a given topic Assessing whether a piece of Najdi Arabic text produced by an AI model is factually accurate  Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing  Currently, pay rates for core project work by Najdi Arabic writing experts average USD $12.5 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project. ",,,https://app.outlier.ai/en/expert/opportunities/4573030005,25
4573044005,Odia  Freelance Writer,Remote - India,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Odia writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Odia to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you Important: All resumes must be submitted in English. Resumes in other languages will be automatically rejected. You may contribute your expertise by… Reading Odia text in order to rank a series of responses that were produced by an AI model Writing a short story in Odia about a given topic Assessing whether a piece of Odia text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Odia writing experts average USD $7.5 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4573044005,25
4421912005,Polish Freelance Writing,Remote - Poland,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Polish writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Polsih to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Polish text in order to rank a series of responses that were produced by an AI model Writing a short story in Polish about a given topic Assessing whether a piece of Polish text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Polish writing experts average USD $15 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,$15 per hour,https://app.outlier.ai/en/expert/opportunities/4421912005,25
4423478005,Punjabi (India) Freelance Writer,Remote - India,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Punjabi writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Punjabi to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Punjabi (India) text in order to rank a series of responses that were produced by an AI model Writing a short story in Punjabi (India) about a given topic Assessing whether a piece of Punjabi (India) text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Punjabi (India) writing experts average USD $7.50 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4423478005,25
4423306005,Romanian Freelance Writer,Remote - Romania,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Romanian writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Romanian to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Romanian text in order to rank a series of responses that were produced by an AI model Writing a short story in Romanian about a given topic Assessing whether a piece of Romanian text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Romanian writing experts average USD $15.00 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4423306005,25
4423307005,Russian Freelance Writer,"Remote - United States, Canada, United Kingdom","Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Russian writer who would like to lend your expertise to train AI models? About the opportunity: Outlier is looking for talented writers with fluency in Russian to help train generative artificial intelligence models This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you You may contribute your expertise by… Reading Russian text in order to rank a series of responses that were produced by an AI model Writing a short story in Russian about a given topic Assessing whether a piece of Russian text produced by an AI model is factually accurate Examples of desirable expertise: Experience as a professional translator Professional writing experience (copywriter, journalist, technical writer, editor, etc.) Enrollment in or completion of an undergraduate program in a humanities field or field related to writing Enrollment in or completion of a graduate program related to creative writing Currently, pay rates for core project work by Russian writing experts average USD $30.00 per hour Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4423307005,25
4558931005,Software Engineer for AI Training (Code Quality & Debugging Focus),Remote - India,"Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced software engineer who wants to help shape the future of AI? We collaborate with leading AI organizations to train large language models—teaching them how to write, review, and debug code like the best engineers in the world. Our projects focus on helping generative AI improve its understanding of software development practices, coding standards, debugging techniques, and collaborative engineering workflows. This is a rare opportunity to put your engineering expertise to work in training cutting-edge AI systems—no prior experience with AI is required.  About the opportunity: Outlier is looking for exceptional software engineers to help train generative AI models. This freelance role is fully remote and offers flexible hours—you can work whenever works best for you.  You may contribute your expertise by… Creating and answering technical questions about software engineering concepts, coding best practices, and debugging strategies to help train AI models Reviewing and evaluating code generated by AI in languages such as JavaScript, Python, Go, Java, TypeScript, and C++ Analyzing code quality, maintainability, and adherence to real-world engineering standards Providing expert-level feedback on version control workflows, collaborative coding practices, and effective debugging techniques  We’re looking for people with… Proficiency in at least two of the following languages: JavaScript, Python, Go, Java, TypeScript, or C++ Professional experience building and maintaining production-grade software repositories Strong knowledge of Git (or similar version control systems), including experience with branching, merging, and collaborative development workflows Hands-on experience conducting code reviews, debugging complex issues, and analyzing large codebases Outstanding attention to detail and ability to clearly communicate technical feedback and coding best practices  Currently, pay rates for core project work range from USD $13.50 to $27.50 per hour. Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.",,,https://app.outlier.ai/en/expert/opportunities/4558931005,"7,19"
