title,location,first_published,updated_at,url,description_raw
Computer Science Specialist (Fluent in Indonesian) – AI Trainer,World Wide - Remote,2025-06-13T21:34:37-04:00,2025-06-24T14:37:15-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606946101,"{""computer science specialist (fluent in indonesian) – ai trainer"": ""Are you a computer science expert fluent in Indonesian, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Indonesian) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Italian) – AI Trainer,World Wide - Remote,2025-06-13T21:39:05-04:00,2025-06-24T14:37:10-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606998101,"{""computer science specialist (fluent in italian) – ai trainer"": ""Are you a computer science expert fluent in Italian, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Italian) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Japanese) – AI Trainer,World Wide - Remote,2025-06-13T21:34:14-04:00,2025-06-24T14:37:14-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606941101,"{""computer science specialist (fluent in japanese) – ai trainer"": ""Are you a computer science expert fluent in Japanese, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Japanese) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Korean) – AI Trainer,World Wide - Remote,2025-06-13T21:36:54-04:00,2025-06-24T14:37:14-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606971101,"{""computer science specialist (fluent in korean) – ai trainer"": ""Are you a computer science expert fluent in Korean, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Korean) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Portuguese - Brazil) – AI Trainer,World Wide - Remote,2025-06-13T21:37:36-04:00,2025-06-24T14:37:15-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606977101,"{""computer science specialist (fluent in portuguese - brazil) – ai trainer"": ""Are you a computer science expert fluent in Portuguese (Brazil), eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Portuguese - Brazil) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Portuguese - Portugal) – AI Trainer,World Wide - Remote,2025-06-13T21:37:52-04:00,2025-06-24T14:37:15-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606980101,"{""computer science specialist (fluent in portuguese - portugal) – ai trainer"": ""Are you a computer science expert fluent in Portuguese (Portugal), eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Portuguese - Portugal) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Russian) – AI Trainer,World Wide - Remote,2025-06-13T21:39:21-04:00,2025-06-24T14:37:10-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4607003101,"{""computer science specialist (fluent in russian) – ai trainer"": ""Are you a computer science expert fluent in Russian, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Russian) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Russian) – AI Trainer,Slovakia,2025-06-13T21:39:21-04:00,2025-06-24T14:37:10-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4607004101,"{""computer science specialist (fluent in russian) – ai trainer"": ""Are you a computer science expert fluent in Russian, eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Russian) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Spanish - Latin America) – AI Trainer,Colombia,2025-06-13T21:35:37-04:00,2025-06-24T14:37:16-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606960101,"{""computer science specialist (fluent in spanish - latin america) – ai trainer"": ""Are you a computer science expert fluent in Spanish (Latin America), eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Spanish - Latin America) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Spanish - Latin America) – AI Trainer,Costa Rica,2025-06-13T21:35:38-04:00,2025-06-24T14:37:17-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606961101,"{""computer science specialist (fluent in spanish - latin america) – ai trainer"": ""Are you a computer science expert fluent in Spanish (Latin America), eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Spanish - Latin America) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Spanish - Latin America) – AI Trainer,Argentina,2025-06-13T21:35:38-04:00,2025-06-24T14:37:16-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606962101,"{""computer science specialist (fluent in spanish - latin america) – ai trainer"": ""Are you a computer science expert fluent in Spanish (Latin America), eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Spanish - Latin America) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
Computer Science Specialist (Fluent in Spanish - Latin America) – AI Trainer,World Wide - Remote,2025-06-13T21:35:37-04:00,2025-06-24T14:37:17-04:00,https://job-boards.eu.greenhouse.io/agency/jobs/4606959101,"{""computer science specialist (fluent in spanish - latin america) – ai trainer"": ""Are you a computer science expert fluent in Spanish (Latin America), eager to shape the future of AI? Large‐scale language models are evolving from clever chatbots into powerful engines of scientific discovery. With high‐quality training data, tomorrow’s AI can democratize world‐class education, keep pace with cutting‐edge research, and streamline software development for engineers everywhere. That training data begins with you—we need your expertise to help power the next generation of AI. We’re looking for computer science specialists who live and breathe algorithms, data structures, machine learning, artificial intelligence, software engineering, computer networks, cybersecurity, cloud computing, database management, and systems architecture. You’ll challenge advanced language models on topics like algorithm optimization, model training and evaluation, network protocols, distributed systems, object-oriented design, and performance tuning—documenting every failure mode so we can harden model reasoning. On a typical day, you will converse with the model on coding scenarios and theoretical computer science questions, verify factual accuracy and logical soundness, capture reproducible error traces, and suggest improvements to our prompt engineering and evaluation metrics. A master’s or PhD in computer science or a closely related field is ideal; peer‐reviewed publications, software development experience, or hands-on machine learning projects signal fit. Clear, metacognitive communication—“showing your work”—is essential. Ready to turn your computer science expertise into the knowledge base for tomorrow’s AI? Apply today and start teaching the model that will teach the world. We offer a pay range of $8-to- $65 per hour, with the exact rate determined after evaluating your experience, expertise, and geographic location. Final offer amounts may vary from the pay range listed above. As a contractor you’ll supply a secure computer and high‐speed internet; company‐sponsored benefits such as health insurance and PTO do not apply. Job title: Computer Science Specialist (Fluent in Spanish - Latin America) – AI Trainer Employment type: Contract Workplace type: Remote Seniority level: Mid‐Senior Level"", ""apply for this job"": ""* indicates a required field Accepted file types: pdf, doc, docx, txt, rtf Education Proficiency means you can effectively communicate complex ideas, including academic or cognitively challenging topics, both verbally and in writing. This includes the ability to participate in professional conversations, explain nuanced concepts, and understand detailed instructions in the selected language(s) Please enter your desired hourly rate in USD as a number only (no symbols, words, or ranges). Decimals are allowed. Do not include $, commas, or text."", ""number only"": ""Example: 8.50 (for $8.50/hour)"", ""example:"": ""Please enter the number of hours you are generally available each week using numbers only . Decimals are allowed. Do not include text or symbols. By clicking \""Submit Application\"", you agree to Invisible's Privacy Policy . Powered by Read our Privacy Policy"", ""not"": ""Example: 40 or 32.5""}"
